number_of_vehicles,speed_limit,hour,month,day_of_week,first_road_class,road_type,junction_detail,junction_control,second_road_class,pedestrian_crossing,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,trunk_road_flag,cluster
1,20,9,1,Monday,Unclassified,Single carriageway,Other junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
2,30,1,1,Monday,A,Single carriageway,Junction with more than four arms,Give way or uncontrolled,3,13,Darkness - lights lit,Raining no high winds,Wet or damp,-1,18,Urban,2,1
1,50,0,4,Sunday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,6,0,Darkness - lights lit,Fine no high winds,Dry,-1,0,Rural,2,0
1,70,19,2,Thursday,A,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Darkness - no lighting,Fine no high winds,Dry,0,0,Rural,1,0
1,20,15,11,Thursday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,6,0,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
2,40,13,3,Thursday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,6,0,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
2,50,7,1,Monday,B,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,-1,0,Rural,2,0
2,30,9,3,Saturday,Unclassified,Single carriageway,Using private drive or entrance,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,-1,0,Rural,2,1
2,30,17,2,Monday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Darkness - lights lit,Fine no high winds,Wet or damp,-1,0,Urban,2,1
3,30,10,6,Thursday,A,Roundabout,Not at or within 20 metres of junction,Give way or uncontrolled,3,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,50,14,12,Thursday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Raining no high winds,Wet or damp,-1,0,Rural,2,0
2,30,8,3,Sunday,B,Roundabout,Data missing / out of range,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,-1,0,Rural,2,1
2,30,8,9,Monday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine + high winds,Dry,-1,0,Urban,2,1
2,20,12,6,Sunday,B,Single carriageway,T or staggered junction,Give way or uncontrolled,5,13,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
1,30,15,4,Thursday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,14,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
2,60,15,8,Tuesday,B,Single carriageway,T or staggered junction,Give way or uncontrolled,4,0,Daylight,Fine no high winds,Dry,-1,0,Rural,2,0
2,30,13,1,Thursday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
1,20,22,12,Friday,A,Single carriageway,Crossroads,Automatic traffic signal,3,15,Darkness - lights lit,Raining no high winds,Wet or damp,-1,0,Urban,2,1
3,60,16,9,Tuesday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,6,0,Daylight,Fine no high winds,Dry,-1,0,Rural,2,0
2,60,14,4,Monday,C,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Rural,2,0
1,60,12,2,Wednesday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Wet or damp,7,15,Rural,2,0
2,60,8,3,Thursday,A,Single carriageway,T or staggered junction,Give way or uncontrolled,5,0,Daylight,Other,Dry,-1,0,Rural,2,0
1,20,20,12,Wednesday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,6,0,Darkness - lights lit,Raining no high winds,Dry,-1,0,Urban,2,1
2,70,16,11,Wednesday,A,Dual carriageway,T or staggered junction,Give way or uncontrolled,6,0,Darkness - no lighting,Fine no high winds,Wet or damp,-1,0,Rural,2,0
2,20,16,12,Wednesday,A,Single carriageway,Junction with more than four arms,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
2,30,13,7,Saturday,A,Roundabout,Other junction,Give way or uncontrolled,6,14,Daylight,Raining no high winds,Wet or damp,-1,0,Urban,2,1
1,20,19,3,Tuesday,A,Roundabout,Data missing / out of range,Give way or uncontrolled,3,0,Darkness - lighting unknown,Fine no high winds,Dry,-1,0,Urban,2,1
2,30,22,8,Friday,Unclassified,Single carriageway,Using private drive or entrance,Give way or uncontrolled,6,0,Darkness - lights lit,Fine no high winds,Dry,-1,0,Urban,2,1
1,30,20,5,Sunday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,6,0,Daylight,Fine no high winds,Dry,-1,0,Rural,2,1
4,70,8,3,Monday,Motorway,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,-1,0,Rural,1,0
4,40,12,1,Saturday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Other,Frost or ice,-1,0,Rural,2,0
2,60,15,5,Saturday,A,Single carriageway,Other junction,Give way or uncontrolled,3,0,Daylight,Fine no high winds,Dry,-1,0,Rural,2,0
2,20,12,5,Monday,Unclassified,Single carriageway,T or staggered junction,Data missing / out of range,6,0,Daylight,Fine no high winds,Dry,-1,-1,Urban,2,1
2,30,22,8,Sunday,B,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,6,14,Darkness - lights lit,Fine no high winds,Dry,-1,0,Urban,2,1
2,30,20,3,Monday,C,Roundabout,Not at or within 20 metres of junction,Authorised person,3,0,Darkness - lights lit,Fine no high winds,Dry,0,0,Urban,2,1
1,60,9,7,Monday,A,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Raining no high winds,Wet or damp,-1,0,Rural,2,0
2,30,9,5,Sunday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
2,50,8,1,Tuesday,A,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Wet or damp,-1,0,Rural,2,0
2,20,8,7,Wednesday,A,Single carriageway,T or staggered junction,Automatic traffic signal,3,14,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
3,30,12,12,Sunday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,6,0,Daylight,Raining no high winds,Wet or damp,-1,0,Urban,2,1
2,70,0,11,Thursday,Motorway,Slip road,Data missing / out of range,Give way or uncontrolled,6,0,Darkness - no lighting,Fine no high winds,Dry,-1,0,Rural,1,0
1,60,16,9,Thursday,B,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,-1,0,Rural,2,0
2,30,19,5,Thursday,B,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,-1,0,Rural,2,1
1,20,20,7,Wednesday,A,Unknown,Not at or within 20 metres of junction,Data missing / out of range,0,-1,Darkness - lights lit,Fine no high winds,Dry,-1,-1,Urban,2,1
2,60,19,3,Monday,B,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Darkness - no lighting,Fine no high winds,Dry,-1,0,Rural,2,0
1,30,19,11,Thursday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
2,50,10,2,Monday,A,Dual carriageway,Junction with more than four arms,Automatic traffic signal,3,14,Daylight,Fine no high winds,Dry,-1,0,Rural,1,0
2,30,18,1,Thursday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,14,Darkness - lights lit,Fine no high winds,Wet or damp,-1,0,Urban,2,1
1,30,22,7,Sunday,B,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,6,0,Darkness - lighting unknown,Fine no high winds,Wet or damp,-1,0,Urban,2,1
2,40,21,3,Monday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,6,0,Darkness - lights lit,Fine no high winds,Dry,-1,0,Urban,2,1
3,30,13,1,Thursday,A,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Wet or damp,-1,0,Urban,2,1
1,30,13,10,Thursday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,6,0,Daylight,Raining no high winds,Wet or damp,-1,0,Urban,2,1
1,30,14,3,Thursday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
1,30,9,8,Sunday,A,Dual carriageway,T or staggered junction,Automatic traffic signal,3,14,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
2,40,11,7,Friday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,6,0,Daylight,Fine no high winds,Dry,-1,0,Rural,2,0
1,30,15,3,Tuesday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Wet or damp,0,0,Rural,2,1
2,30,15,5,Friday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,15,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,30,16,1,Tuesday,Unclassified,Single carriageway,Crossroads,Give way or uncontrolled,6,0,Darkness - lights lit,Fine no high winds,Dry,0,0,Urban,2,1
2,30,7,12,Tuesday,C,Roundabout,Not at or within 20 metres of junction,Give way or uncontrolled,3,0,Daylight,Raining no high winds,Wet or damp,0,0,Rural,2,1
2,30,17,3,Wednesday,C,Roundabout,Data missing / out of range,Give way or uncontrolled,5,-1,Daylight,Unknown,Unknown,-1,-1,Urban,2,1
1,30,18,9,Monday,Unclassified,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Other,Dry,-1,0,Urban,2,1
2,30,14,4,Saturday,A,Dual carriageway,Other junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
1,30,8,10,Tuesday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,-1,0,Rural,2,1
3,30,13,2,Saturday,Unclassified,Single carriageway,Crossroads,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
2,30,19,7,Friday,A,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
2,30,15,3,Tuesday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,6,-1,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
2,30,16,6,Thursday,A,Unknown,Unknown,Unknown,6,-1,Daylight,Fine no high winds,Dry,-1,-1,Urban,2,1
2,60,11,9,Thursday,Unclassified,Single carriageway,Crossroads,Give way or uncontrolled,6,0,Daylight,Raining no high winds,Wet or damp,-1,21,Rural,2,0
1,70,22,7,Friday,A,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,6,0,Darkness - lights lit,Fine no high winds,Dry,-1,0,Rural,2,0
4,60,6,5,Monday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,-1,0,Rural,2,0
1,60,1,1,Sunday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,6,0,Darkness - no lighting,Fog or mist,Dry,-1,0,Rural,2,0
2,30,8,8,Friday,A,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,3,14,Daylight,Fine no high winds,Dry,-1,0,Urban,-1,1
2,60,10,4,Wednesday,Unclassified,Single carriageway,Crossroads,Give way or uncontrolled,6,0,Daylight,Other,Dry,0,0,Rural,2,0
2,40,19,3,Friday,A,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,6,0,Darkness - lights lit,Fine no high winds,Dry,-1,0,Urban,-1,1
1,20,15,2,Friday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
2,30,14,9,Wednesday,A,Dual carriageway,Crossroads,Automatic traffic signal,6,0,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
2,30,12,8,Saturday,Unclassified,Single carriageway,Crossroads,Automatic traffic signal,6,14,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
1,30,16,4,Wednesday,B,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,-1,13,Urban,-1,1
1,30,5,2,Tuesday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,6,0,Darkness - lights lit,Raining no high winds,Wet or damp,-1,0,Urban,2,1
2,30,9,5,Friday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
2,40,17,7,Saturday,A,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,6,14,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
1,30,21,8,Friday,A,One way street,Not at or within 20 metres of junction,Data missing / out of range,0,0,Darkness - lights lit,Fine no high winds,Dry,-1,13,Urban,2,1
2,50,22,7,Wednesday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,6,0,Darkness - lights lit,Fine no high winds,Dry,-1,0,Rural,2,0
1,60,23,12,Friday,A,Slip road,Not at or within 20 metres of junction,Data missing / out of range,0,0,Darkness - no lighting,Fine no high winds,Wet or damp,0,0,Rural,-1,0
2,60,17,7,Thursday,B,Single carriageway,T or staggered junction,Give way or uncontrolled,4,0,Daylight,Fine no high winds,Dry,-1,0,Rural,2,0
1,20,13,7,Friday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
2,20,6,11,Tuesday,A,Single carriageway,T or staggered junction,Automatic traffic signal,5,15,Darkness - lights lit,Fine no high winds,Dry,-1,0,Urban,2,1
1,20,16,3,Saturday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
1,20,0,4,Thursday,B,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,6,0,Darkness - lights lit,Fine no high winds,Dry,-1,0,Urban,-1,1
2,30,13,6,Monday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,6,-1,Daylight,Fine no high winds,Dry,-1,-1,Urban,2,1
2,30,18,9,Thursday,B,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,-1,0,Rural,2,1
2,20,16,1,Thursday,A,Single carriageway,T or staggered junction,Give way or uncontrolled,6,14,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
1,20,9,6,Thursday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,0,0,Urban,2,1
3,30,17,9,Tuesday,Unclassified,Single carriageway,Using private drive or entrance,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,-1,0,Rural,2,1
1,60,8,4,Tuesday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Rural,2,0
1,20,18,7,Thursday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
1,30,9,1,Tuesday,C,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,14,Daylight,Fine no high winds,Wet or damp,-1,0,Urban,2,1
2,30,13,10,Sunday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
6,40,19,12,Sunday,B,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Darkness - lights lit,Fine no high winds,Dry,-1,0,Rural,2,0
2,30,7,5,Thursday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,6,0,Daylight,Fine no high winds,Dry,-1,0,Rural,2,1
1,30,17,6,Monday,A,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,6,0,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
2,30,12,1,Monday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,6,15,Daylight,Other,Dry,-1,-1,Urban,2,1
3,20,15,12,Sunday,A,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Darkness - lights lit,Raining no high winds,Wet or damp,-1,0,Urban,2,1
2,40,16,12,Sunday,A,Roundabout,Data missing / out of range,Data missing / out of range,3,0,Daylight,Other,Dry,-1,0,Rural,1,0
2,30,5,10,Tuesday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Darkness - lights lit,Raining no high winds,Wet or damp,-1,0,Urban,2,1
2,30,19,4,Monday,Unclassified,Roundabout,Data missing / out of range,Give way or uncontrolled,6,0,Darkness - lights lit,Fine no high winds,Dry,-1,0,Urban,2,1
2,30,17,12,Tuesday,Unclassified,Single carriageway,T or staggered junction,Unknown,6,-1,Daylight,Fine no high winds,Dry,-1,-1,Urban,2,1
1,30,15,5,Friday,Unclassified,Single carriageway,Crossroads,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
2,30,9,1,Monday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,3,0,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
2,60,8,4,Wednesday,A,Roundabout,Not at or within 20 metres of junction,Give way or uncontrolled,3,0,Daylight,Fine no high winds,Dry,0,0,Rural,2,0
2,30,14,2,Thursday,Unclassified,Single carriageway,Data missing / out of range,Give way or uncontrolled,3,0,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
3,30,11,11,Thursday,C,Single carriageway,T or staggered junction,Unknown,6,-1,Daylight,Raining no high winds,Wet or damp,-1,-1,Urban,2,1
2,20,7,4,Wednesday,A,Dual carriageway,T or staggered junction,Automatic traffic signal,6,-1,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
2,60,10,6,Sunday,A,Roundabout,Not at or within 20 metres of junction,Give way or uncontrolled,2,0,Daylight,Fine no high winds,Dry,0,0,Rural,1,0
1,70,12,5,Friday,A,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,6,0,Daylight,Fine no high winds,Dry,-1,0,Rural,1,0
1,20,13,11,Tuesday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,3,14,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
1,30,19,5,Tuesday,A,Single carriageway,T or staggered junction,Automatic traffic signal,6,13,Daylight,Fine no high winds,Wet or damp,-1,0,Urban,2,1
1,30,22,1,Sunday,A,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Darkness - lights lit,Fine no high winds,Wet or damp,-1,0,Urban,2,1
1,20,15,4,Friday,B,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,-1,0,Rural,2,1
1,60,6,7,Thursday,A,Single carriageway,Data missing / out of range,Give way or uncontrolled,3,0,Daylight,Raining no high winds,Wet or damp,-1,0,Rural,2,0
2,30,14,2,Thursday,Unclassified,Single carriageway,Crossroads,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
2,60,7,5,Friday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,0,0,Rural,-1,0
1,20,11,5,Friday,A,Single carriageway,T or staggered junction,Automatic traffic signal,3,15,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
1,50,18,5,Thursday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,-1,0,Rural,2,0
3,20,16,5,Saturday,Unclassified,Dual carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
2,20,8,6,Wednesday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
2,40,9,9,Friday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
2,30,21,5,Friday,Unclassified,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,6,0,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
2,20,23,3,Tuesday,Unclassified,Single carriageway,T or staggered junction,Give way or uncontrolled,3,0,Darkness - lights lit,Fine no high winds,Dry,0,0,Rural,-1,1
1,20,16,7,Friday,B,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,-1,0,Urban,2,1
2,30,11,7,Thursday,A,Single carriageway,T or staggered junction,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Wet or damp,-1,0,Rural,2,1
2,30,14,4,Monday,Unclassified,Single carriageway,Crossroads,Give way or uncontrolled,6,0,Daylight,Fine no high winds,Dry,-1,0,Rural,2,1
2,20,16,12,Thursday,A,Single carriageway,Not at or within 20 metres of junction,Data missing / out of range,0,0,Darkness - lights lit,Fine no high winds,Wet or damp,-1,0,Urban,2,1
